Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Democratic People's Republic of Korea,Under-five mortality rate,Male,2021,16.875191099125,,"Deaths per 1,000 live births",Normal value,,13.1547531766986,21.5856635385403,,,,UN_IGME,,,,,,Total
Democratic People's Republic of Korea,Under-five mortality rate,Total,2021,15.4,,"Deaths per 1,000 live births",Normal value,,12.1,19.7,,,,UN_IGME,,,,,,Total
Democratic Republic of the Congo,Under-five mortality rate,Female,2021,72.0948042097622,,"Deaths per 1,000 live births",Normal value,,42.9425753592788,120.445112011575,,,,UN_IGME,,,,,,Total
Democratic Republic of the Congo,Under-five mortality rate,Male,2021,85.4897373517839,,"Deaths per 1,000 live births",Normal value,,50.7669716752612,142.676872942831,,,,UN_IGME,,,,,,Total
Democratic Republic of the Congo,Under-five mortality rate,Total,2021,78.9605382500037,,"Deaths per 1,000 live births",Normal value,,46.935525379436,131.801945365423,,,,UN_IGME,,,,,,Total
Denmark,Under-five mortality rate,Female,2021,3.26127886562207,,"Deaths per 1,000 live births",Normal value,,2.99555395531427,3.54603472813649,,,,UN_IGME,,,,,,Total
Denmark,Under-five mortality rate,Male,2021,3.8914595201582,,"Deaths per 1,000 live births",Normal value,,3.58046843641805,4.21925441823326,,,,UN_IGME,,,,,,Total
Denmark,Under-five mortality rate,Total,2021,3.58422696412028,,"Deaths per 1,000 live births",Normal value,,3.31283055204293,3.87015261389201,,,,UN_IGME,,,,,,Total
Djibouti,Under-five mortality rate,Female,2021,49.0071148063851,,"Deaths per 1,000 live births",Normal value,,26.9452486764974,87.2612841200515,,,,UN_IGME,,,,,,Total
Djibouti,Under-five mortality rate,Male,2021,58.8034535226181,,"Deaths per 1,000 live births",Normal value,,32.4457473672285,103.709746697927,,,,UN_IGME,,,,,,Total
Djibouti,Under-five mortality rate,Total,2021,54.1412333795934,,"Deaths per 1,000 live births",Normal value,,29.8053418285301,95.8282378436558,,,,UN_IGME,,,,,,Total
Dominica,Under-five mortality rate,Female,2021,33.0674413050593,,"Deaths per 1,000 live births",Normal value,,27.9062969386903,39.3482545741138,,,,UN_IGME,,,,,,Total
Dominica,Under-five mortality rate,Male,2021,38.5006238664247,,"Deaths per 1,000 live births",Normal value,,32.5679986242599,45.505871735404,,,,UN_IGME,,,,,,Total
Dominica,Under-five mortality rate,Total,2021,35.8947666426091,,"Deaths per 1,000 live births",Normal value,,30.5017866650998,42.2520617134,,,,UN_IGME,,,,,,Total
Dominican Republic,Under-five mortality rate,Female,2021,30.0007845483502,,"Deaths per 1,000 live births",Normal value,,22.1260657746528,40.3987120222195,,,,UN_IGME,,,,,,Total
Dominican Republic,Under-five mortality rate,Male,2021,35.8288715033998,,"Deaths per 1,000 live births",Normal value,,26.3644156158343,48.2281814383815,,,,UN_IGME,,,,,,Total
Dominican Republic,Under-five mortality rate,Total,2021,33.0028832639473,,"Deaths per 1,000 live births",Normal value,,24.4057160783151,44.308508656793,,,,UN_IGME,,,,,,Total
East Asia and Pacific,Under-five mortality rate,Female,2021,13.2893507736418,,"Deaths per 1,000 live births",Normal value,,12.0728979612747,15.0841150610845,,,,UN_IGME,,,,,,Total
East Asia and Pacific,Under-five mortality rate,Female,2021,14.0111350601242,,"Deaths per 1,000 live births",,,12.7108914801761,15.9263261747415,,,,UN_IGME,,,,,,Total
East Asia and Pacific,Under-five mortality rate,Male,2021,16.012337423395,,"Deaths per 1,000 live births",Normal value,,14.5399901320312,18.1517450610505,,,,UN_IGME,,,,,,Total
East Asia and Pacific,Under-five mortality rate,Male,2021,16.85771647417,,"Deaths per 1,000 live births",,,15.2896065094402,19.1332721169918,,,,UN_IGME,,,,,,Total
East Asia and Pacific,Under-five mortality rate,Total,2021,14.6939413672718,,"Deaths per 1,000 live births",Normal value,,13.3543319273324,16.6481617828571,,,,UN_IGME,,,,,,Total
East Asia and Pacific,Under-five mortality rate,Total,2021,15.4808399109577,,"Deaths per 1,000 live births",,,14.0542460655165,17.5657757350635,,,,UN_IGME,,,,,,Total
Eastern Asia,Under-five mortality rate,Female,2021,6.39613094062408,,"Deaths per 1,000 live births",Normal value,,5.77774565530226,7.08440616913765,,,,UN_IGME,,,,,,Total
Eastern Asia,Under-five mortality rate,Male,2021,7.21399041897008,,"Deaths per 1,000 live births",Normal value,,6.53901184453257,7.96740532078566,,,,UN_IGME,,,,,,Total
Eastern Asia,Under-five mortality rate,Total,2021,6.81585598178336,,"Deaths per 1,000 live births",Normal value,,6.20548677428272,7.50117383056182,,,,UN_IGME,,,,,,Total
Eastern Europe and Central Asia,Under-five mortality rate,Female,2021,9.60823124850685,,"Deaths per 1,000 live births",Normal value,,8.90363862573869,10.834109076292,,,,UN_IGME,,,,,,Total
Eastern Europe and Central Asia,Under-five mortality rate,Male,2021,11.9817023039881,,"Deaths per 1,000 live births",Normal value,,11.0922077561822,13.523422442814,,,,UN_IGME,,,,,,Total
Eastern Europe and Central Asia,Under-five mortality rate,Total,2021,10.8223351904363,,"Deaths per 1,000 live births",Normal value,,10.0349200444946,12.208893681389,,,,UN_IGME,,,,,,Total
Eastern and South-Eastern Asia,Under-five mortality rate,Female,2021,13.1389495896419,,"Deaths per 1,000 live births",Normal value,,11.8796093944933,14.9656668102599,,,,UN_IGME,,,,,,Total
Eastern and South-Eastern Asia,Under-five mortality rate,Male,2021,15.8423830553506,,"Deaths per 1,000 live births",Normal value,,14.3291396834903,18.0129230131035,,,,UN_IGME,,,,,,Total
Eastern and South-Eastern Asia,Under-five mortality rate,Total,2021,14.5340781271331,,"Deaths per 1,000 live births",Normal value,,13.1523023845945,16.5253588002689,,,,UN_IGME,,,,,,Total
Eastern and Southern Africa,Under-five mortality rate,Female,2021,48.0257340647552,,"Deaths per 1,000 live births",Normal value,,43.5599956188432,57.6731424161612,,,,UN_IGME,,,,,,Total
Eastern and Southern Africa,Under-five mortality rate,Female,2021,47.9032039972913,,"Deaths per 1,000 live births",,,43.1799454084067,58.0719092237273,,,,UN_IGME,,,,,,Total
Eastern and Southern Africa,Under-five mortality rate,Male,2021,57.3228370844053,,"Deaths per 1,000 live births",Normal value,,52.157689393955,68.5912548782883,,,,UN_IGME,,,,,,Total
Eastern and Southern Africa,Under-five mortality rate,Male,2021,57.1504684713259,,"Deaths per 1,000 live births",,,51.670313887414,69.0079659396216,,,,UN_IGME,,,,,,Total
Eastern and Southern Africa,Under-five mortality rate,Total,2021,52.8178554601783,,"Deaths per 1,000 live births",Normal value,,48.0229396123634,63.2539083454595,,,,UN_IGME,,,,,,Total
Eastern and Southern Africa,Under-five mortality rate,Total,2021,52.6693502895466,,"Deaths per 1,000 live births",,,47.5491138788429,63.5605022201897,,,,UN_IGME,,,,,,Total
Ecuador,Under-five mortality rate,Female,2021,11.050012315576,,"Deaths per 1,000 live births",Normal value,,9.61524413495692,12.6407287783141,,,,UN_IGME,,,,,,Total
Ecuador,Under-five mortality rate,Male,2021,13.7973011058096,,"Deaths per 1,000 live births",Normal value,,12.060575752034,15.7362173194737,,,,UN_IGME,,,,,,Total
Ecuador,Under-five mortality rate,Total,2021,12.4606221656787,,"Deaths per 1,000 live births",Normal value,,10.9583526685255,14.1560691573621,,,,UN_IGME,,,,,,Total
Egypt,Under-five mortality rate,Female,2021,17.6642849639444,,"Deaths per 1,000 live births",Normal value,,11.4480147019053,27.3454477249473,,,,UN_IGME,,,,,,Total
Egypt,Under-five mortality rate,Male,2021,20.1785587637402,,"Deaths per 1,000 live births",Normal value,,13.0330079676671,31.1287270646291,,,,UN_IGME,,,,,,Total
Egypt,Under-five mortality rate,Total,2021,18.9578330675207,,"Deaths per 1,000 live births",Normal value,,12.2750202542259,29.1465643327819,,,,UN_IGME,,,,,,Total
El Salvador,Under-five mortality rate,Female,2021,11.1905360736612,,"Deaths per 1,000 live births",Normal value,,6.65836955827655,19.0771393981396,,,,UN_IGME,,,,,,Total
El Salvador,Under-five mortality rate,Male,2021,13.5948000492826,,"Deaths per 1,000 live births",Normal value,,8.09348323182654,23.1759757645556,,,,UN_IGME,,,,,,Total
El Salvador,Under-five mortality rate,Total,2021,12.4266889625761,,"Deaths per 1,000 live births",Normal value,,7.4075580178888,21.090694335464,,,,UN_IGME,,,,,,Total
Equatorial Guinea,Under-five mortality rate,Female,2021,70.4011322956902,,"Deaths per 1,000 live births",Normal value,,38.3357942815899,125.737328163906,,,,UN_IGME,,,,,,Total
Equatorial Guinea,Under-five mortality rate,Male,2021,82.5881865227651,,"Deaths per 1,000 live births",Normal value,,45.2518301761275,147.42005284084,,,,UN_IGME,,,,,,Total
Equatorial Guinea,Under-five mortality rate,Total,2021,76.775001310738,,"Deaths per 1,000 live births",Normal value,,41.8241674293299,136.877082707467,,,,UN_IGME,,,,,,Total
Eritrea,Under-five mortality rate,Female,2021,33.1900483116023,,"Deaths per 1,000 live births",Normal value,,18.2476795175621,60.6461233829667,,,,UN_IGME,,,,,,Total
Eritrea,Under-five mortality rate,Male,2021,42.6599489914855,,"Deaths per 1,000 live births",Normal value,,23.6166139103816,77.3002244508954,,,,UN_IGME,,,,,,Total
Eritrea,Under-five mortality rate,Total,2021,38.0915575080149,,"Deaths per 1,000 live births",Normal value,,21.0104092092365,69.4464191367063,,,,UN_IGME,,,,,,Total
Estonia,Under-five mortality rate,Female,2021,1.79355345664626,,"Deaths per 1,000 live births",Normal value,,1.44673167383465,2.19886968436994,,,,UN_IGME,,,,,,Total
Estonia,Under-five mortality rate,Male,2021,2.18775680290263,,"Deaths per 1,000 live births",Normal value,,1.78280244064776,2.68160894373373,,,,UN_IGME,,,,,,Total
Estonia,Under-five mortality rate,Total,2021,1.99958366902816,,"Deaths per 1,000 live births",Normal value,,1.62571657754147,2.43848400801143,,,,UN_IGME,,,,,,Total
Eswatini,Under-five mortality rate,Female,2021,47.5826842777949,,"Deaths per 1,000 live births",Normal value,,29.0149798977268,78.6249307944683,,,,UN_IGME,,,,,,Total
Eswatini,Under-five mortality rate,Male,2021,57.3816375789397,,"Deaths per 1,000 live births",Normal value,,34.7875044347911,92.9585467352908,,,,UN_IGME,,,,,,Total
Eswatini,Under-five mortality rate,Total,2021,52.632628754271,,"Deaths per 1,000 live births",Normal value,,31.9923246551962,85.9622787561832,,,,UN_IGME,,,,,,Total
Ethiopia,Under-five mortality rate,Female,2021,41.0320439502014,,"Deaths per 1,000 live births",Normal value,,31.7823526888171,53.1260072652947,,,,UN_IGME,,,,,,Total
Ethiopia,Under-five mortality rate,Male,2021,52.2183009898497,,"Deaths per 1,000 live births",Normal value,,40.6410929815148,67.6016999859425,,,,UN_IGME,,,,,,Total
Ethiopia,Under-five mortality rate,Total,2021,46.8114674363254,,"Deaths per 1,000 live births",Normal value,,36.3991153633624,60.412419634262,,,,UN_IGME,,,,,,Total
Europe,Under-five mortality rate,Female,2021,3.98633527680348,,"Deaths per 1,000 live births",Normal value,,3.91160582717686,4.07313123860538,,,,UN_IGME,,,,,,Total
Europe,Under-five mortality rate,Male,2021,4.81095975983237,,"Deaths per 1,000 live births",Normal value,,4.7241875008711,4.91228190170954,,,,UN_IGME,,,,,,Total
Europe,Under-five mortality rate,Total,2021,4.40845402672452,,"Deaths per 1,000 live births",Normal value,,4.33318310138047,4.49629543003989,,,,UN_IGME,,,,,,Total
Europe and Central Asia,Under-five mortality rate,Female,2021,6.77619881339941,,"Deaths per 1,000 live births",Normal value,,6.38908710210773,7.44772519618705,,,,UN_IGME,,,,,,Total
Europe and Central Asia,Under-five mortality rate,Female,2021,11.3300444757398,,"Deaths per 1,000 live births",,,10.3952828493469,12.9657321582336,,,,UN_IGME,,,,,,Total
Europe and Central Asia,Under-five mortality rate,Male,2021,8.39134875173797,,"Deaths per 1,000 live births",Normal value,,7.90246669905146,9.24740303583626,,,,UN_IGME,,,,,,Total
Europe and Central Asia,Under-five mortality rate,Male,2021,14.136669380292,,"Deaths per 1,000 live births",,,12.9611525214455,16.1978672750273,,,,UN_IGME,,,,,,Total
Europe and Central Asia,Under-five mortality rate,Total,2021,7.60196541751113,,"Deaths per 1,000 live births",Normal value,,7.16943244419628,8.36458944501994,,,,UN_IGME,,,,,,Total
Europe and Central Asia,Under-five mortality rate,Total,2021,12.7657703118974,,"Deaths per 1,000 live births",,,11.7189996141445,14.6253996774779,,,,UN_IGME,,,,,,Total
Europe and Northern America,Under-five mortality rate,Female,2021,4.57515584826018,,"Deaths per 1,000 live births",Normal value,,4.45770389264228,4.70209958557494,,,,UN_IGME,,,,,,Total
Europe and Northern America,Under-five mortality rate,Male,2021,5.50496644594956,,"Deaths per 1,000 live births",Normal value,,5.36838716687079,5.6557720471111,,,,UN_IGME,,,,,,Total
Europe and Northern America,Under-five mortality rate,Total,2021,5.05174444111922,,"Deaths per 1,000 live births",Normal value,,4.93067161029234,5.1815383242472,,,,UN_IGME,,,,,,Total
Fiji,Under-five mortality rate,Female,2021,25.4199944343991,,"Deaths per 1,000 live births",Normal value,,22.6111293071223,28.5219040151158,,,,UN_IGME,,,,,,Total
Fiji,Under-five mortality rate,Male,2021,29.9420693600162,,"Deaths per 1,000 live births",Normal value,,26.7092882567506,33.4843614464317,,,,UN_IGME,,,,,,Total
Fiji,Under-five mortality rate,Total,2021,27.7260308893633,,"Deaths per 1,000 live births",Normal value,,24.8236610308996,30.8808676136454,,,,UN_IGME,,,,,,Total
Finland,Under-five mortality rate,Female,2021,1.97829951218279,,"Deaths per 1,000 live births",Normal value,,1.77909693181568,2.19915870705594,,,,UN_IGME,,,,,,Total
Finland,Under-five mortality rate,Male,2021,2.35228851129369,,"Deaths per 1,000 live births",Normal value,,2.12136428146423,2.6202385151048,,,,UN_IGME,,,,,,Total
Finland,Under-five mortality rate,Total,2021,2.17006942510969,,"Deaths per 1,000 live births",Normal value,,1.96489433212516,2.40483942565979,,,,UN_IGME,,,,,,Total
France,Under-five mortality rate,Female,2021,3.90755964570175,,"Deaths per 1,000 live births",Normal value,,3.57618619474534,4.26541406288566,,,,UN_IGME,,,,,,Total
France,Under-five mortality rate,Male,2021,4.78086853558365,,"Deaths per 1,000 live births",Normal value,,4.37660847331336,5.20644689780149,,,,UN_IGME,,,,,,Total
France,Under-five mortality rate,Total,2021,4.35380298738424,,"Deaths per 1,000 live births",Normal value,,3.996636112136,4.73747998715347,,,,UN_IGME,,,,,,Total
Gabon,Under-five mortality rate,Female,2021,35.6217607703066,,"Deaths per 1,000 live births",Normal value,,21.3529066620419,59.8437540938187,,,,UN_IGME,,,,,,Total
Gabon,Under-five mortality rate,Male,2021,43.7389204478191,,"Deaths per 1,000 live births",Normal value,,26.0240681229846,73.9867656437224,,,,UN_IGME,,,,,,Total
Gabon,Under-five mortality rate,Total,2021,39.7453194289205,,"Deaths per 1,000 live births",Normal value,,23.820109751009,67.2024151985992,,,,UN_IGME,,,,,,Total
Gambia,Under-five mortality rate,Female,2021,42.9946824414033,,"Deaths per 1,000 live births",Normal value,,33.2454234858178,55.2218605815284,,,,UN_IGME,,,,,,Total
Gambia,Under-five mortality rate,Male,2021,52.5689953328529,,"Deaths per 1,000 live births",Normal value,,40.67907569646,67.6479692818821,,,,UN_IGME,,,,,,Total
Gambia,Under-five mortality rate,Total,2021,47.8858576005922,,"Deaths per 1,000 live births",Normal value,,37.1595676188734,61.5131658029272,,,,UN_IGME,,,,,,Total
Georgia,Under-five mortality rate,Female,2021,8.40078994740165,,"Deaths per 1,000 live births",Normal value,,7.42987112075766,9.50072997298334,,,,UN_IGME,,,,,,Total
Georgia,Under-five mortality rate,Male,2021,10.5040566616387,,"Deaths per 1,000 live births",Normal value,,9.30019468659777,11.8245327119177,,,,UN_IGME,,,,,,Total
Georgia,Under-five mortality rate,Total,2021,9.47978137951762,,"Deaths per 1,000 live births",Normal value,,8.4982534704524,10.5907732966995,,,,UN_IGME,,,,,,Total
Germany,Under-five mortality rate,Female,2021,3.28633320134724,,"Deaths per 1,000 live births",Normal value,,3.16854827537409,3.40551140368623,,,,UN_IGME,,,,,,Total
Germany,Under-five mortality rate,Male,2021,3.82962496971478,,"Deaths per 1,000 live births",Normal value,,3.69867558918477,3.95955256020038,,,,UN_IGME,,,,,,Total
Germany,Under-five mortality rate,Total,2021,3.56511870502861,,"Deaths per 1,000 live births",Normal value,,3.45524331497745,3.67251004450391,,,,UN_IGME,,,,,,Total
Ghana,Under-five mortality rate,Female,2021,39.2623969972268,,"Deaths per 1,000 live births",Normal value,,29.6207815622571,52.3707918259835,,,,UN_IGME,,,,,,Total
Ghana,Under-five mortality rate,Male,2021,48.4447449180309,,"Deaths per 1,000 live births",Normal value,,36.612065876262,64.7287141509796,,,,UN_IGME,,,,,,Total
Ghana,Under-five mortality rate,Total,2021,43.9745239455678,,"Deaths per 1,000 live births",Normal value,,33.222029221317,58.5467886450491,,,,UN_IGME,,,,,,Total
Greece,Under-five mortality rate,Female,2021,3.41072642258362,,"Deaths per 1,000 live births",Normal value,,3.01883280302196,3.85601548408505,,,,UN_IGME,,,,,,Total
Greece,Under-five mortality rate,Male,2021,4.00226622645582,,"Deaths per 1,000 live births",Normal value,,3.54296000377204,4.5211670550609,,,,UN_IGME,,,,,,Total
Greece,Under-five mortality rate,Total,2021,3.71409769988622,,"Deaths per 1,000 live births",Normal value,,3.30012342542263,4.17677767515632,,,,UN_IGME,,,,,,Total
Grenada,Under-five mortality rate,Female,2021,14.8922332833481,,"Deaths per 1,000 live births",Normal value,,12.1345104697659,18.2551807828582,,,,UN_IGME,,,,,,Total
Grenada,Under-five mortality rate,Male,2021,17.4126742463671,,"Deaths per 1,000 live births",Normal value,,14.2385019632671,21.3884190606431,,,,UN_IGME,,,,,,Total
Grenada,Under-five mortality rate,Total,2021,16.1806473794793,,"Deaths per 1,000 live births",Normal value,,13.3049770459994,19.7595136768225,,,,UN_IGME,,,,,,Total
Guatemala,Under-five mortality rate,Female,2021,20.563127632053,,"Deaths per 1,000 live births",Normal value,,14.614760904392,28.4898395523037,,,,UN_IGME,,,,,,Total
Guatemala,Under-five mortality rate,Male,2021,25.3178193620225,,"Deaths per 1,000 live births",Normal value,,18.1152883446797,34.9619787168725,,,,UN_IGME,,,,,,Total
Guatemala,Under-five mortality rate,Total,2021,23.0192540977147,,"Deaths per 1,000 live births",Normal value,,16.4907712478005,31.7062359178985,,,,UN_IGME,,,,,,Total
Guinea,Under-five mortality rate,Female,2021,91.0382197209461,,"Deaths per 1,000 live births",Normal value,,73.8841982531265,113.993130932524,,,,UN_IGME,,,,,,Total
Guinea,Under-five mortality rate,Male,2021,106.129212745622,,"Deaths per 1,000 live births",Normal value,,86.1887432286271,132.288817605632,,,,UN_IGME,,,,,,Total
Guinea,Under-five mortality rate,Total,2021,98.726937489028,,"Deaths per 1,000 live births",Normal value,,80.3653265815636,123.075000609289,,,,UN_IGME,,,,,,Total
Guinea-Bissau,Under-five mortality rate,Female,2021,67.7950787450307,,"Deaths per 1,000 live births",Normal value,,39.1784576525802,112.248278474419,,,,UN_IGME,,,,,,Total
Guinea-Bissau,Under-five mortality rate,Male,2021,80.2117298958034,,"Deaths per 1,000 live births",Normal value,,46.1303485347653,132.525795592529,,,,UN_IGME,,,,,,Total
Guinea-Bissau,Under-five mortality rate,Total,2021,74.3053105007151,,"Deaths per 1,000 live births",Normal value,,42.9234580928494,122.433077936316,,,,UN_IGME,,,,,,Total
Guyana,Under-five mortality rate,Female,2021,24.1071806170156,,"Deaths per 1,000 live births",Normal value,,14.007758485664,41.9566794289109,,,,UN_IGME,,,,,,Total
Guyana,Under-five mortality rate,Male,2021,31.0264514348329,,"Deaths per 1,000 live births",Normal value,,17.9084597334732,53.9889857365467,,,,UN_IGME,,,,,,Total
Guyana,Under-five mortality rate,Total,2021,27.6783709289599,,"Deaths per 1,000 live births",Normal value,,16.0364641916824,48.0627369702387,,,,UN_IGME,,,,,,Total
Haiti,Under-five mortality rate,Female,2021,53.1499464928945,,"Deaths per 1,000 live births",Normal value,,37.0328461033305,76.930361759975,,,,UN_IGME,,,,,,Total
Haiti,Under-five mortality rate,Male,2021,63.9076129613349,,"Deaths per 1,000 live births",Normal value,,44.760853033019,92.5908352560525,,,,UN_IGME,,,,,,Total
Haiti,Under-five mortality rate,Total,2021,58.6326839005478,,"Deaths per 1,000 live births",Normal value,,41.1737169679177,84.8368693968258,,,,UN_IGME,,,,,,Total
Honduras,Under-five mortality rate,Female,2021,14.7291908942459,,"Deaths per 1,000 live births",Normal value,,11.171423862138,19.8966893419568,,,,UN_IGME,,,,,,Total
Honduras,Under-five mortality rate,Male,2021,18.2948331971432,,"Deaths per 1,000 live births",Normal value,,13.9360381423981,24.7999370897784,,,,UN_IGME,,,,,,Total
Honduras,Under-five mortality rate,Total,2021,16.5559124513113,,"Deaths per 1,000 live births",Normal value,,12.6333605707971,22.3663759451511,,,,UN_IGME,,,,,,Total
Hungary,Under-five mortality rate,Female,2021,3.62520108501928,,"Deaths per 1,000 live births",Normal value,,3.20319309232663,4.12046835504244,,,,UN_IGME,,,,,,Total
Hungary,Under-five mortality rate,Male,2021,4.34424392695183,,"Deaths per 1,000 live births",Normal value,,3.84892809578844,4.93992497842492,,,,UN_IGME,,,,,,Total
Hungary,Under-five mortality rate,Total,2021,3.99588239164322,,"Deaths per 1,000 live births",Normal value,,3.5413280989848,4.52578521183244,,,,UN_IGME,,,,,,Total
Iceland,Under-five mortality rate,Female,2021,2.42161986674439,,"Deaths per 1,000 live births",Normal value,,1.86362109284038,3.12156856339351,,,,UN_IGME,,,,,,Total
Iceland,Under-five mortality rate,Male,2021,2.83535619514952,,"Deaths per 1,000 live births",Normal value,,2.19208814244264,3.65708963281726,,,,UN_IGME,,,,,,Total
Iceland,Under-five mortality rate,Total,2021,2.63589279244206,,"Deaths per 1,000 live births",Normal value,,2.03882382814578,3.38825201562429,,,,UN_IGME,,,,,,Total
India,Under-five mortality rate,Female,2021,30.9560091557702,,"Deaths per 1,000 live births",Normal value,,27.8389668890973,34.3589829278422,,,,UN_IGME,,,,,,Total
India,Under-five mortality rate,Male,2021,30.2791350321289,,"Deaths per 1,000 live births",Normal value,,27.2385301937004,33.5928270311069,,,,UN_IGME,,,,,,Total
India,Under-five mortality rate,Total,2021,30.6192132677907,,"Deaths per 1,000 live births",Normal value,,27.6336296405163,33.8435835101718,,,,UN_IGME,,,,,,Total
Indonesia,Under-five mortality rate,Female,2021,19.7951769451549,,"Deaths per 1,000 live births",Normal value,,15.6029146864177,25.519185512992,,,,UN_IGME,,,,,,Total
Indonesia,Under-five mortality rate,Male,2021,24.4039600001637,,"Deaths per 1,000 live births",Normal value,,19.1204175285459,31.3636560490129,,,,UN_IGME,,,,,,Total
Indonesia,Under-five mortality rate,Total,2021,22.1734128051776,,"Deaths per 1,000 live births",Normal value,,17.4956029559407,28.4820312883555,,,,UN_IGME,,,,,,Total
Iran (Islamic Republic of),Under-five mortality rate,Female,2021,11.989366966635,,"Deaths per 1,000 live births",Normal value,,6.74809311686864,21.1656713510478,,,,UN_IGME,,,,,,Total
Iran (Islamic Republic of),Under-five mortality rate,Male,2021,13.2257559506514,,"Deaths per 1,000 live births",Normal value,,7.41393405257937,23.2943432036405,,,,UN_IGME,,,,,,Total
Iran (Islamic Republic of),Under-five mortality rate,Total,2021,12.631341972703,,"Deaths per 1,000 live births",Normal value,,7.11451983465392,22.24737538811,,,,UN_IGME,,,,,,Total
Iraq,Under-five mortality rate,Female,2021,22.1014629712233,,"Deaths per 1,000 live births",Normal value,,16.0584500002786,29.8057341487637,,,,UN_IGME,,,,,,Total
Iraq,Under-five mortality rate,Male,2021,26.7866148480918,,"Deaths per 1,000 live births",Normal value,,19.5317987774395,36.1303360688326,,,,UN_IGME,,,,,,Total
Iraq,Under-five mortality rate,Total,2021,24.5216464974502,,"Deaths per 1,000 live births",Normal value,,17.9175097595074,32.9195334306465,,,,UN_IGME,,,,,,Total
Ireland,Under-five mortality rate,Female,2021,2.86841559173871,,"Deaths per 1,000 live births",Normal value,,2.46147236447287,3.32530064591967,,,,UN_IGME,,,,,,Total
Ireland,Under-five mortality rate,Male,2021,3.40664707501369,,"Deaths per 1,000 live births",Normal value,,2.92561786472854,3.93762840914518,,,,UN_IGME,,,,,,Total
Ireland,Under-five mortality rate,Total,2021,3.14568973673693,,"Deaths per 1,000 live births",Normal value,,2.70720845477283,3.62694183404605,,,,UN_IGME,,,,,,Total
Israel,Under-five mortality rate,Female,2021,3.06714779673662,,"Deaths per 1,000 live births",Normal value,,2.89930508884617,3.24431985595914,,,,UN_IGME,,,,,,Total
Israel,Under-five mortality rate,Male,2021,3.63182545838538,,"Deaths per 1,000 live births",Normal value,,3.43978806031006,3.83896054199881,,,,UN_IGME,,,,,,Total
Israel,Under-five mortality rate,Total,2021,3.35659483517686,,"Deaths per 1,000 live births",Normal value,,3.19302312558075,3.52966777459053,,,,UN_IGME,,,,,,Total
Italy,Under-five mortality rate,Female,2021,2.39995116410633,,"Deaths per 1,000 live births",Normal value,,2.23816612211112,2.56220306380821,,,,UN_IGME,,,,,,Total
Italy,Under-five mortality rate,Male,2021,2.81791533305719,,"Deaths per 1,000 live births",Normal value,,2.6310858798969,3.00041519178212,,,,UN_IGME,,,,,,Total
Italy,Under-five mortality rate,Total,2021,2.61414995870203,,"Deaths per 1,000 live births",Normal value,,2.44895108400634,2.77602034638463,,,,UN_IGME,,,,,,Total
Jamaica,Under-five mortality rate,Female,2021,10.7855958847105,,"Deaths per 1,000 live births",Normal value,,5.51244289948842,21.1553826747833,,,,UN_IGME,,,,,,Total
Jamaica,Under-five mortality rate,Male,2021,13.9722536873765,,"Deaths per 1,000 live births",Normal value,,7.15350237700084,27.3041841848938,,,,UN_IGME,,,,,,Total
Jamaica,Under-five mortality rate,Total,2021,12.3986326546788,,"Deaths per 1,000 live births",Normal value,,6.3522036866102,24.2326368894398,,,,UN_IGME,,,,,,Total
Japan,Under-five mortality rate,Female,2021,2.17987209930305,,"Deaths per 1,000 live births",Normal value,,2.10193381641278,2.26107213940111,,,,UN_IGME,,,,,,Total
Japan,Under-five mortality rate,Male,2021,2.41897155797405,,"Deaths per 1,000 live births",Normal value,,2.33497468757933,2.50447093360863,,,,UN_IGME,,,,,,Total
Japan,Under-five mortality rate,Total,2021,2.30237673990839,,"Deaths per 1,000 live births",Normal value,,2.22964678112428,2.37464432137503,,,,UN_IGME,,,,,,Total
Jordan,Under-five mortality rate,Female,2021,13.0778095468725,,"Deaths per 1,000 live births",Normal value,,9.11590699375679,19.049401116287,,,,UN_IGME,,,,,,Total
Jordan,Under-five mortality rate,Male,2021,16.0265404137173,,"Deaths per 1,000 live births",Normal value,,11.1496669104195,23.2581027057854,,,,UN_IGME,,,,,,Total
Jordan,Under-five mortality rate,Total,2021,14.5989662174298,,"Deaths per 1,000 live births",Normal value,,10.1965154569493,21.2336228881875,,,,UN_IGME,,,,,,Total
Kazakhstan,Under-five mortality rate,Female,2021,8.93546616943397,,"Deaths per 1,000 live births",Normal value,,8.39122885986747,9.5003163117882,,,,UN_IGME,,,,,,Total
Kazakhstan,Under-five mortality rate,Male,2021,11.54799696157,,"Deaths per 1,000 live births",Normal value,,10.9536835959264,12.1601758229652,,,,UN_IGME,,,,,,Total
Kazakhstan,Under-five mortality rate,Total,2021,10.2742877972853,,"Deaths per 1,000 live births",Normal value,,9.92905605344346,10.6307535677587,,,,UN_IGME,,,,,,Total
Kenya,Under-five mortality rate,Female,2021,33.7103829695864,,"Deaths per 1,000 live births",Normal value,,27.1428850436727,41.7899240961964,,,,UN_IGME,,,,,,Total
